LOTTO GAME	COMBINATIONS	DRAW DATE	JACKPOT (PHP)	WINNERS	slot1	slot2	slot3	slot4	slot5	slot6
Superlotto 6/49	48-12-29-37-47-34	February 4, 2021	44,816,192.80	0	12	29	34	37	47	48
Superlotto 6/49	21-04-10-31-47-49	February 7, 2021	48,481,880.20	0	4	10	21	31	47	49
Superlotto 6/49	47-16-12-07-24-22	February 9, 2021	51,520,978.60	0	7	12	16	22	24	47
Superlotto 6/49	36-03-27-17-33-05	February 11, 2021	56,023,352.80	0	3	5	17	27	33	36
Superlotto 6/49	29-47-36-39-35-30	February 14, 2021	60,450,612.40	0	29	30	35	36	39	47
Superlotto 6/49	15-01-09-44-46-41	February 16, 2021	64,584,752.60	0	1	9	15	41	44	46
Superlotto 6/49	13-28-07-31-34-24	February 18, 2021	69,298,066.80	1	7	13	24	28	31	34
Superlotto 6/49	43-10-14-17-32-44	February 21, 2021	15,840,000.00	0	10	14	17	32	43	44
Superlotto 6/49	49-11-09-17-27-14	February 23, 2021	15,840,000.00	1	9	11	14	17	27	49
Superlotto 6/49	02-38-12-45-43-28	February 25, 2021	15,840,000.00	0	2	12	28	38	43	45
Superlotto 6/49	22-08-12-39-18-07	February 28, 2021	15,840,000.00	0	7	8	12	18	22	39
Superlotto 6/49	32-28-23-15-13-05	March 2, 2021	15,840,000.00	0	5	13	15	23	28	32
Superlotto 6/49	45-47-32-04-39-42	March 4, 2021	15,840,000.00	0	4	32	39	42	45	47
Superlotto 6/49	06-17-09-36-16-13	March 7, 2021	15,840,000.00	0	6	9	13	16	17	36
Superlotto 6/49	20-04-12-38-13-23	March 9, 2021	17,908,871.40	0	4	12	13	20	23	38
Superlotto 6/49	03-21-48-29-37-08	March 11, 2021	20,802,039.40	0	3	8	21	29	37	48
Superlotto 6/49	49-46-25-42-39-37	March 14, 2021	24,110,508.40	1	25	37	39	42	46	49
Superlotto 6/49	31-48-28-24-46-19	March 16, 2021	15,840,000.00	0	19	24	28	31	46	48
Superlotto 6/49	34-32-08-23-33-10	March 18, 2021	15,840,000.00	0	8	10	23	32	33	34
Superlotto 6/49	25-13-14-02-04-09	March 21, 2021	15,840,000.00	0	2	4	9	13	14	25
Superlotto 6/49	34-13-42-06-24-26	March 23, 2021	15,840,000.00	0	6	13	24	26	34	42
Superlotto 6/49	03-12-34-39-19-36	March 25, 2021	15,840,000.00	0	3	12	19	34	36	39
Superlotto 6/49	43-27-44-21-22-03	March 28, 2021	15,840,000.00	0	3	21	22	27	43	44
Superlotto 6/49	47-06-36-09-07-39	March 30, 2021	15,974,297.60	0	6	7	9	36	39	47
Superlotto 6/49	23-35-36-13-42-05	April 6, 2021	16,954,040.80	0	5	13	23	35	36	42
Superlotto 6/49	07-02-33-31-21-27	April 8, 2021	18,070,326.40	0	2	7	21	27	31	33
Superlotto 6/49	23-11-21-45-42-31	April 11, 2021	19,264,872.40	0	11	21	23	31	42	45
Superlotto 6/49	26-22-15-40-28-13	April 13, 2021	20,163,615.60	0	13	15	22	26	28	40
Superlotto 6/49	30-06-41-23-33-40	April 15, 2021	21,243,632.80	0	6	23	30	33	40	41
Superlotto 6/49	22-31-36-25-14-03	April 18, 2021	22,426,217.40	0	3	14	22	25	31	36
Superlotto 6/49	25-32-41-21-35-33	April 20, 2021	23,348,648.80	0	21	25	32	33	35	41
Superlotto 6/49	12-05-30-10-28-27	April 22, 2021	24,438,458.20	1	5	10	12	27	28	30
Superlotto 6/49	04-29-01-28-48-02	April 25, 2021	15,840,000.00	0	1	2	4	28	29	48
Superlotto 6/49	37-29-01-41-30-47	April 27, 2021	15,840,000.00	0	1	29	30	37	41	47
Superlotto 6/49	44-23-42-41-14-25	April 29, 2021	15,840,000.00	0	14	23	25	41	42	44
Superlotto 6/49	03-17-26-09-18-19	May 2, 2021	15,840,000.00	0	3	9	17	18	19	26
Superlotto 6/49	29-03-34-16-12-46	May 4, 2021	15,840,000.00	0	3	12	16	29	34	46
Superlotto 6/49	46-27-10-18-09-19	May 6, 2021	15,840,000.00	0	9	10	18	19	27	46
Superlotto 6/49	05-02-26-44-27-21	May 9, 2021	15,840,000.00	0	2	5	21	26	27	44
Superlotto 6/49	39-41-13-14-30-37	May 11, 2021	15,840,000.00	0	13	14	30	37	39	41
Superlotto 6/49	26-19-14-31-18-02	May 13, 2021	15,840,000.00	0	2	14	18	19	26	31
Superlotto 6/49	25-24-37-16-13-30	May 16, 2021	15,840,000.00	0	13	16	24	25	30	37
Superlotto 6/49	21-06-03-49-01-45	May 18, 2021	15,840,000.00	0	1	3	6	21	45	49
Superlotto 6/49	35-22-04-38-46-34	May 20, 2021	17,066,072.40	0	4	22	34	35	38	46
Superlotto 6/49	22-15-37-02-19-33	May 23, 2021	19,675,821.80	0	2	15	19	22	33	37
Superlotto 6/49	31-42-32-35-08-30	May 25, 2021	21,803,749.80	0	8	30	31	32	35	42
Superlotto 6/49	47-13-12-48-15-03	May 27, 2021	24,625,745.20	0	3	12	13	15	47	48
Superlotto 6/49	41-34-46-30-42-06	May 30, 2021	27,531,950.40	0	6	30	34	41	42	46
Superlotto 6/49	18-45-43-07-01-36	June 1, 2021	30,165,997.00	0	1	7	18	36	43	45
Superlotto 6/49	03-30-26-43-33-28	June 3, 2021	33,764,092.60	0	3	26	28	30	33	43
Superlotto 6/49	04-30-06-33-31-14	June 6, 2021	37,192,495.80	0	4	6	14	30	31	33
Superlotto 6/49	27-13-17-43-04-24	June 8, 2021	40,206,411.80	0	4	13	17	24	27	43
Superlotto 6/49	29-23-06-48-34-12	June 10, 2021	44,131,555.40	0	6	12	23	29	34	48
Superlotto 6/49	38-37-16-12-40-30	June 13, 2021	47,923,593.20	0	12	16	30	37	38	40
Superlotto 6/49	05-20-02-06-08-16	June 15, 2021	51,629,926.00	0	2	5	6	8	16	20
Superlotto 6/49	31-34-27-32-29-11	June 17, 2021	56,026,445.80	0	11	27	29	31	32	34
Superlotto 6/49	16-43-45-15-04-47	June 20, 2021	60,411,622.00	0	4	15	16	43	45	47
Superlotto 6/49	10-37-09-04-20-49	June 22, 2021	64,572,778.00	0	4	9	10	20	37	49
Superlotto 6/49	36-22-40-23-38-03	June 24, 2021	69,300,480.40	0	3	22	23	36	38	40
Superlotto 6/49	37-32-47-29-02-14	June 27, 2021	74,255,978.80	0	2	14	29	32	37	47
Superlotto 6/49	29-08-37-40-06-23	June 29, 2021	78,856,346.40	0	6	8	23	29	37	40
Superlotto 6/49	10-20-32-40-08-11	July 1, 2021	84,057,406.00	1	8	10	11	20	32	40
Superlotto 6/49	46-19-34-41-13-16	July 4, 2021	15,840,000.00	0	13	16	19	34	41	46
Superlotto 6/49	23-26-40-14-41-29	July 6, 2021	15,840,000.00	0	14	23	26	29	40	41
Superlotto 6/49	44-27-12-43-25-37	July 8, 2021	15,840,000.00	0	12	25	27	37	43	44
Superlotto 6/49	47-25-09-23-11-14	July 11, 2021	15,840,000.00	0	9	11	14	23	25	47
Superlotto 6/49	25-36-10-43-16-21	July 13, 2021	15,840,000.00	0	10	16	21	25	36	43
Superlotto 6/49	07-38-31-02-32-35	July 15, 2021	16,766,183.40	0	2	7	31	32	35	38
Superlotto 6/49	05-39-21-10-48-04	July 18, 2021	19,838,234.80	0	4	5	10	21	39	48
Superlotto 6/49	14-31-06-23-04-09	July 20, 2021	21,966,546.00	0	4	6	9	14	23	31
Superlotto 6/49	43-30-12-18-08-37	July 22, 2021	24,267,969.60	0	8	12	18	30	37	43
Superlotto 6/49	33-40-39-18-15-32	July 25, 2021	27,215,730.80	0	15	18	32	33	39	40
Superlotto 6/49	23-30-33-38-21-02	July 27, 2021	29,390,341.60	0	2	21	23	30	33	38
Superlotto 6/49	02-10-12-13-47-06	July 29, 2021	32,048,900.00	0	2	6	10	12	13	47
Superlotto 6/49	39-28-18-34-36-32	August 1, 2021	35,275,956.00	0	18	28	32	34	36	39
Superlotto 6/49	33-34-21-25-28-45	August 3, 2021	37,454,486.80	0	21	25	28	33	34	45
Superlotto 6/49	12-22-25-26-11-04	August 5, 2021	40,001,165.60	0	4	11	12	22	25	26
Superlotto 6/49	42-25-37-12-35-46	August 8, 2021	42,032,133.00	0	12	25	35	37	42	46
Superlotto 6/49	47-34-33-22-32-41	August 10, 2021	43,949,892.80	0	22	32	33	34	41	47
Superlotto 6/49	17-49-28-45-13-07	August 12, 2021	46,384,474.00	0	7	13	17	28	45	49
Superlotto 6/49	26-24-07-12-01-09	August 15, 2021	48,589,712.20	1	1	7	9	12	24	26
Superlotto 6/49	07-27-40-17-31-35	August 17, 2021	15,840,000.00	0	7	17	27	31	35	40
Superlotto 6/49	45-04-22-46-43-05	August 19, 2021	15,840,000.00	0	4	5	22	43	45	46
Superlotto 6/49	14-39-18-06-27-11	August 22, 2021	15,840,000.00	0	6	11	14	18	27	39
Superlotto 6/49	48-40-24-41-26-28	August 24, 2021	15,840,000.00	0	24	26	28	40	41	48
Superlotto 6/49	10-25-35-09-46-27	August 26, 2021	15,840,000.00	0	9	10	25	27	35	46
Superlotto 6/49	09-24-26-19-39-46	August 29, 2021	15,840,000.00	0	9	19	24	26	39	46
Superlotto 6/49	43-42-14-41-26-45	August 31, 2021	15,840,000.00	0	14	26	41	42	43	45
Superlotto 6/49	13-04-17-11-43-29	September 2, 2021	18,803,245.40	0	4	11	13	17	29	43
Superlotto 6/49	17-43-41-20-46-32	September 5, 2021	21,666,051.40	0	17	20	32	41	43	46
Superlotto 6/49	49-20-14-33-31-47	September 7, 2021	24,009,841.40	0	14	20	31	33	47	49
Superlotto 6/49	17-35-22-05-42-24	September 9, 2021	27,238,425.80	0	5	17	22	24	35	42
Superlotto 6/49	23-26-20-27-10-15	September 12, 2021	30,047,170.40	0	10	15	20	23	26	27
Superlotto 6/49	33-14-43-20-11-19	September 14, 2021	32,484,822.60	0	11	14	19	20	33	43
Superlotto 6/49	22-30-46-47-18-48	September 16, 2021	35,834,330.00	0	18	22	30	46	47	48
Superlotto 6/49	45-23-40-08-26-47	September 19, 2021	38,935,305.40	0	8	23	26	40	45	47
Superlotto 6/49	37-22-43-09-29-38	September 21, 2021	41,558,288.00	0	9	22	29	37	38	43
Superlotto 6/49	37-17-41-38-20-28	September 23, 2021	44,950,218.00	0	17	20	28	37	38	41
Superlotto 6/49	43-33-05-12-35-03	September 26, 2021	48,278,215.20	0	3	5	12	33	35	43
Superlotto 6/49	08-02-45-18-41-44	September 28, 2021	51,023,230.80	0	2	8	18	41	44	45
Superlotto 6/49	20-26-46-29-21-39	September 30, 2021	55,270,601.60	0	20	21	26	29	39	46
Superlotto 6/49	22-14-34-26-23-05	October 3, 2021	59,135,096.00	0	5	14	22	23	26	34
Superlotto 6/49	43-47-02-12-48-34	October 5, 2021	62,477,250.20	0	2	12	34	43	47	48
Superlotto 6/49	27-33-20-15-25-21	October 7, 2021	67,048,032.00	0	15	20	21	25	27	33
Superlotto 6/49	43-35-30-10-09-46	October 10, 2021	71,122,046.00	0	9	10	30	35	43	46
Superlotto 6/49	10-36-20-44-03-31	October 12, 2021	74,573,439.40	0	3	10	20	31	36	44
Superlotto 6/49	43-08-48-18-49-47	October 14, 2021	78,974,193.00	0	8	18	43	47	48	49
Superlotto 6/49	43-08-48-18-49-47	October 14, 2021	78,974,193.00	0	8	18	43	47	48	49
Superlotto 6/49	15-38-37-25-07-43	October 17, 2021	83,406,406.40	0	7	15	25	37	38	43
Superlotto 6/49	43-32-39-31-34-13	October 19, 2021	87,368,680.60	0	13	31	32	34	39	43
Superlotto 6/49	26-09-33-42-36-24	October 21, 2021	92,266,370.60	0	9	24	26	33	36	42
Superlotto 6/49	18-12-08-27-44-03	October 24, 2021	97,092,674.40	0	3	8	12	18	27	44
Superlotto 6/49	01-19-30-42-16-26	October 26, 2021	101,684,788.80	0	1	16	19	26	30	42
Superlotto 6/49	10-36-09-06-40-07	October 28, 2021	107,635,027.60	0	6	7	9	10	36	40
Superlotto 6/49	18-02-32-17-48-14	October 31, 2021	113,652,498.40	0	2	14	17	18	32	48
Superlotto 6/49	01-26-10-17-32-15	November 2, 2021	119,006,735.20	0	1	10	15	17	26	32
Superlotto 6/49	05-03-10-17-43-49	November 4, 2021	125,692,139.20	1	3	5	10	17	43	49
Superlotto 6/49	45-19-24-20-44-26	November 7, 2021	15,840,000.00	0	19	20	24	26	44	45
Superlotto 6/49	21-41-19-01-08-38	November 9, 2021	15,840,000.00	1	1	8	19	21	38	41
Superlotto 6/49	16-46-38-12-15-35	November 11, 2021	15,840,000.00	0	12	15	16	35	38	46
Superlotto 6/49	23-30-38-21-47-44	November 14, 2021	15,840,000.00	0	21	23	30	38	44	47
Superlotto 6/49	04-16-05-12-13-42	November 16, 2021	15,840,000.00	0	4	5	12	13	16	42
Superlotto 6/49	01-27-33-25-26-08	November 18, 2021	15,840,000.00	0	1	8	25	26	27	33
Superlotto 6/49	08-22-48-13-16-38	November 21, 2021	19,258,656.60	0	8	13	16	22	38	48
Superlotto 6/49	30-13-49-45-37-46	November 23, 2021	22,725,901.60	0	13	30	37	45	46	49
Superlotto 6/49	45-27-01-20-39-16	November 25, 2021	27,444,921.80	0	1	16	20	27	39	45
Superlotto 6/49	09-33-47-27-48-13	November 28, 2021	31,792,850.60	0	9	13	27	33	47	48
Superlotto 6/49	19-15-48-46-40-36	November 30, 2021	35,457,422.60	0	15	19	36	40	46	48
Superlotto 6/49	01-07-29-16-17-12	December 2, 2021	40,350,451.60	0	1	7	12	16	17	29
Superlotto 6/49	08-26-48-22-27-19	December 5, 2021	45,045,300.20	0	8	19	22	26	27	48
Superlotto 6/49	33-40-05-46-13-38	December 7, 2021	49,281,828.40	0	5	13	33	38	40	46
Superlotto 6/49	12-03-21-29-31-43	December 9, 2021	54,314,585.20	0	3	12	21	29	31	43
Superlotto 6/49	28-45-36-02-16-14	December 12, 2021	59,654,675.60	0	2	14	16	28	36	45
Superlotto 6/49	05-20-04-44-16-18	December 14, 2021	64,628,064.80	0	4	5	16	18	20	44
Superlotto 6/49	09-16-47-43-17-10	December 16, 2021	69,942,001.60	0	9	10	16	17	43	47
Superlotto 6/49	04-35-12-48-18-49	December 19, 2021	74,715,890.20	0	4	12	18	35	48	49
Superlotto 6/49	11-34-03-22-16-04	December 21, 2021	79,619,495.40	0	3	4	11	16	22	34
Superlotto 6/49	18-11-22-14-43-30	December 23, 2021	85,364,044.20	0	11	14	18	22	30	43
Superlotto 6/49	31-39-35-03-05-25	December 26, 2021	90,310,805.20	0	3	5	25	31	35	39
Superlotto 6/49	19-27-33-13-45-44	December 28, 2021	95,981,481.40	0	13	19	27	33	44	45
Superlotto 6/49	37-02-34-01-24-23	December 30, 2021	102,533,940.40	0	1	2	23	24	34	37
Superlotto 6/49	24-31-43-28-30-42	January 2, 2022	108,246,513.20	0	24	28	30	31	42	43
Superlotto 6/49	26-16-22-08-06-27	January 6, 2022	121,338,871.60	0	6	8	16	22	26	27
Superlotto 6/49	22-39-27-14-40-20	January 4, 2022	114,558,335.20	0	14	20	22	27	39	40
Superlotto 6/49	38-49-09-02-35-31	January 11, 2022	130,613,332.40	0	2	9	31	35	38	49
Superlotto 6/49	03-47-07-41-13-28	January 13, 2022	135,335,733.60	0	3	7	13	28	41	47
Superlotto 6/49	02-05-04-31-01-46	January 16, 2022	142,679,606.40	1	1	2	4	5	31	46
Superlotto 6/49	46-47-07-21-03-36	January 18, 2022	15,840,000.00	0	3	7	21	36	46	47
Superlotto 6/49	16-18-31-23-39-29	January 20, 2022	15,840,000.00	0	16	18	23	29	31	39
Superlotto 6/49	04-06-46-38-12-33	January 23, 2022	15,840,000.00	0	4	6	12	33	38	46
Superlotto 6/49	36-40-26-03-23-10	January 25, 2022	15,840,000.00	0	3	10	23	26	36	40
Superlotto 6/49	36-14-39-24-31-12	January 27, 2022	15,898,616.00	0	12	14	24	31	36	39
Superlotto 6/49	47-38-08-34-30-06	January 30, 2022	19,298,787.80	0	6	8	30	34	38	47
Superlotto 6/49	41-12-39-44-26-16	February 1, 2022	21,987,686.20	0	12	16	26	39	41	44
Superlotto 6/49	09-23-19-44-24-14	February 3, 2022	25,252,455.40	0	9	14	19	23	24	44
Superlotto 6/49	36-29-35-16-03-17	February 6, 2022	29,073,809.20	1	3	16	17	29	35	36
Superlotto 6/49	12-15-40-48-32-17	February 8, 2022	15,840,000.00	0	12	15	17	32	40	48
Superlotto 6/49	44-46-18-47-08-49	January 9, 2022	129,125,463.60	0	8	18	44	46	47	49
Superlotto 6/49	15-32-05-29-37-38	February 10, 2022	15,840,000.00	0	5	15	29	32	37	38
Superlotto 6/49	39-44-45-10-07-43	February 13, 2022	15,840,000.00	0	7	10	39	43	44	45
Superlotto 6/49	13-38-08-29-33-34	February 15, 2022	15,840,000.00	0	8	13	29	33	34	38
Superlotto 6/49	24-36-29-04-43-34	February 17, 2022	16,368,985.80	0	4	24	29	34	36	43
Superlotto 6/49	43-14-11-19-01-39	February 20, 2022	19,907,604.80	0	1	11	14	19	39	43
Superlotto 6/49	36-08-49-47-39-24	February 22, 2022	22,608,529.60	0	8	24	36	39	47	49
Superlotto 6/49	03-16-46-40-27-42	February 24, 2022	25,861,864.80	0	3	16	27	40	42	46
Superlotto 6/49	09-35-39-41-36-40	February 27, 2022	29,538,641.60	0	9	35	36	39	40	41
Superlotto 6/49	40-22-37-01-34-08	March 1, 2022	32,936,252.20	0	1	8	22	34	37	40
Superlotto 6/49	13-24-12-47-20-09	March 3, 2022	37,302,968.20	0	9	12	13	20	24	47
Superlotto 6/49	30-22-17-41-13-12	March 6, 2022	41,317,706.00	0	12	13	17	22	30	41
Superlotto 6/49	11-44-15-17-07-38	March 8, 2022	45,005,988.20	0	7	11	15	17	38	44
Superlotto 6/49	28-49-21-41-34-33	March 10, 2022	49,759,912.60	0	21	28	33	34	41	49
Superlotto 6/49	40-32-23-25-04-01	March 13, 2022	54,023,592.00	0	1	4	23	25	32	40
Superlotto 6/49	21-28-17-08-32-49	March 15, 2022	57,911,456.40	0	8	17	21	28	32	49
Superlotto 6/49	13-44-03-11-09-33	March 17, 2022	62,963,919.80	0	3	9	11	13	33	44
Superlotto 6/49	09-04-06-17-12-02	March 20, 2022	67,803,235.40	1	2	4	6	9	12	17
Superlotto 6/49	34-39-35-42-37-26	March 22, 2022	15,840,000.00	0	26	34	35	37	39	42
Superlotto 6/49	30-49-12-14-32-22	March 24, 2022	15,840,000.00	0	12	14	22	30	32	49
Superlotto 6/49	34-10-35-20-49-27	March 27, 2022	15,840,000.00	0	10	20	27	34	35	49
Superlotto 6/49	31-10-37-25-35-18	March 29, 2022	15,840,000.00	0	10	18	25	31	35	37
Superlotto 6/49	17-49-09-46-43-26	March 31, 2022	16,219,692.60	0	9	17	26	43	46	49
Superlotto 6/49	49-48-17-02-47-37	April 3, 2022	19,830,899.20	0	2	17	37	47	48	49
Superlotto 6/49	24-25-12-19-22-28	April 5, 2022	22,428,835.80	0	12	19	22	24	25	28
Superlotto 6/49	01-02-26-24-30-38	April 7, 2022	26,291,880.00	0	1	2	24	26	30	38
Superlotto 6/49	18-23-03-26-11-35	April 10, 2022	30,008,180.00	0	3	11	18	23	26	35
Superlotto 6/49	16-18-47-08-07-17	April 12, 2022	32,985,244.00	0	7	8	16	17	18	47
Superlotto 6/49	41-46-38-06-15-21	April 19, 2022	36,298,848.60	0	6	15	21	38	41	46
Superlotto 6/49	36-07-48-27-20-26	April 21, 2022	40,083,542.00	0	7	20	26	27	36	48
Superlotto 6/49	32-02-38-30-29-41	April 24, 2022	43,999,664.20	0	2	29	30	32	38	41
Superlotto 6/49	27-15-17-13-29-28	April 26, 2022	47,201,477.20	0	13	15	17	27	28	29
Superlotto 6/49	07-31-46-02-06-03	April 28, 2022	51,095,013.40	0	2	3	6	7	31	46
Superlotto 6/49	35-04-29-38-31-30	May 1, 2022	55,232,752.00	0	4	29	30	31	35	38
Superlotto 6/49	24-48-36-34-01-27	May 3, 2022	58,535,471.00	0	1	24	27	34	36	48
Superlotto 6/49	18-45-29-39-42-27	May 5, 2022	63,215,113.20	0	18	27	29	39	42	45
Superlotto 6/49	18-24-04-26-47-36	May 8, 2022	67,522,822.80	0	4	18	24	26	36	47
Superlotto 6/49	44-05-17-48-13-43	May 10, 2022	71,360,581.00	1	5	13	17	43	44	48
Superlotto 6/49	43-35-49-17-30-15	May 12, 2022	15,840,000.00	0	15	17	30	35	43	49
Superlotto 6/49	07-47-28-37-18-23	May 15, 2022	15,840,000.00	0	7	18	23	28	37	47
Superlotto 6/49	25-10-13-15-24-11	May 17, 2022	15,840,000.00	0	10	11	13	15	24	25
Superlotto 6/49	19-42-48-43-39-23	May 19, 2022	15,840,000.00	0	19	23	39	42	43	48
Superlotto 6/49	33-22-09-44-08-27	May 22, 2022	15,840,000.00	0	8	9	22	27	33	44
Superlotto 6/49	22-32-02-38-25-33	May 24, 2022	18,272,876.00	0	2	22	25	32	33	38
Superlotto 6/49	17-44-21-49-35-20	May 26, 2022	21,515,565.60	0	17	20	21	35	44	49
Superlotto 6/49	45-34-13-40-44-38	May 29, 2022	25,238,973.40	0	13	34	38	40	44	45
Superlotto 6/49	33-19-41-46-36-12	May 31, 2022	28,029,483.60	0	12	19	33	36	41	46
Superlotto 6/49	22-21-48-47-06-09	June 2, 2022	32,258,903.00	0	6	9	21	22	47	48
Superlotto 6/49	16-32-35-12-02-06	June 5, 2022	36,267,803.80	0	2	6	12	16	32	35
Superlotto 6/49	46-07-40-42-48-10	June 7, 2022	39,773,943.40	0	7	10	40	42	46	48
Superlotto 6/49	07-23-17-37-05-46	June 9, 2022	44,071,900.40	0	5	7	17	23	37	46
Superlotto 6/49	41-31-20-19-46-26	June 12, 2022	48,273,062.00	0	19	20	26	31	41	46
Superlotto 6/49	23-16-27-22-07-19	June 14, 2022	52,135,540.20	0	7	16	19	22	23	27
Superlotto 6/49	08-17-35-28-09-34	June 16, 2022	57,395,261.60	0	8	9	17	28	34	35
Superlotto 6/49	16-40-23-18-10-09	June 19, 2022	62,433,903.80	0	9	10	16	18	23	40
Superlotto 6/49	24-32-20-49-41-45	June 21, 2022	67,587,300.60	0	20	24	32	41	45	49
Superlotto 6/49	36-07-14-21-20-42	June 23, 2022	73,777,794.40	2	7	14	20	21	36	42
Superlotto 6/49	37-12-36-20-26-44	June 26, 2022	15,840,000.00	0	12	20	26	36	37	44
Superlotto 6/49	23-37-09-11-17-34	June 28, 2022	15,840,000.00	0	9	11	17	23	34	37
Superlotto 6/49	15-46-25-39-12-45	June 30, 2022	15,840,000.00	0	12	15	25	39	45	46
Superlotto 6/49	21-23-30-07-18-43	July 3, 2022	15,840,000.00	0	7	18	21	23	30	43
Superlotto 6/49	10-39-36-14-33-30	July 5, 2022	19,239,066.80	0	10	14	30	33	36	39
Superlotto 6/49	36-09-25-42-08-16	July 7, 2022	23,882,528.60	0	8	9	16	25	36	42
Superlotto 6/49	12-09-38-17-02-28	July 10, 2022	28,571,326.60	0	2	9	12	17	28	38
Superlotto 6/49	42-32-23-13-15-12	July 12, 2022	32,561,397.20	0	12	13	15	23	32	42
Superlotto 6/49	11-34-10-31-42-05	July 14, 2022	38,009,171.00	0	5	10	11	31	34	42
Superlotto 6/49	29-44-35-39-46-34	July 17, 2022	42,677,261.40	0	29	34	35	39	44	46
Superlotto 6/49	34-08-44-42-06-39	July 19, 2022	46,737,318.80	0	6	8	34	39	42	44
Superlotto 6/49	43-03-17-14-36-08	July 21, 2022	52,226,698.00	0	3	8	14	17	36	43
Superlotto 6/49	06-45-49-31-18-26	July 24, 2022	57,260,056.00	0	6	18	26	31	45	49
Superlotto 6/49	26-06-05-02-39-23	July 26, 2022	61,761,825.60	0	2	5	6	23	26	39
Superlotto 6/49	23-03-02-43-30-07	July 28, 2022	67,672,225.00	1	2	3	7	23	30	43
Superlotto 6/49	13-05-46-14-03-04	July 31, 2022	15,840,000.00	0	3	4	5	13	14	46
Superlotto 6/49	28-45-09-12-21-19	August 2, 2022	15,840,000.00	1	9	12	19	21	28	45
Superlotto 6/49	44-29-17-34-02-12	August 4, 2022	15,840,000.00	0	2	12	17	29	34	44
Superlotto 6/49	15-32-09-13-01-31	August 7, 2022	15,840,000.00	0	1	9	13	15	31	32
Superlotto 6/49	08-32-20-38-13-18	August 9, 2022	15,840,000.00	0	8	13	18	20	32	38
Superlotto 6/49	35-39-21-33-01-26	August 11, 2022	15,840,000.00	0	1	21	26	33	35	39
Superlotto 6/49	03-20-49-45-43-06	August 14, 2022	17,912,804.60	0	3	6	20	43	45	49
Superlotto 6/49	08-43-21-48-34-02	August 16, 2022	21,318,944.40	0	2	8	21	34	43	48
Superlotto 6/49	45-18-38-49-21-28	August 18, 2022	25,765,810.40	0	18	21	28	38	45	49
Superlotto 6/49	06-28-33-01-27-08	August 21, 2022	29,936,994.20	0	1	6	8	27	28	33
Superlotto 6/49	15-18-16-25-13-39	August 23, 2022	32,989,804.80	0	13	15	16	18	25	39
Superlotto 6/49	28-04-19-32-34-03	August 25, 2022	37,408,135.40	0	3	4	19	28	32	34
Superlotto 6/49	47-45-24-01-18-13	August 28, 2022	41,617,080.80	0	1	13	18	24	45	47
Superlotto 6/49	10-13-19-14-34-31	August 30, 2022	45,243,742.60	0	10	13	14	19	31	34
Superlotto 6/49	37-49-35-17-46-11	September 1, 2022	50,019,156.20	0	11	17	35	37	46	49
Superlotto 6/49	10-29-07-37-41-30	September 4, 2022	54,892,827.60	0	7	10	29	30	37	41
Superlotto 6/49	41-42-18-31-17-10	September 6, 2022	58,760,114.40	0	10	17	18	31	41	42
Superlotto 6/49	18-48-36-21-37-29	September 8, 2022	63,446,121.00	0	18	21	29	36	37	48
Superlotto 6/49	09-42-16-47-13-05	September 11, 2022	68,467,186.20	0	5	9	13	16	42	47
Superlotto 6/49	24-20-26-12-11-38	September 13, 2022	72,577,298.00	0	11	12	20	24	26	38
Superlotto 6/49	32-26-47-38-48-04	September 15, 2022	77,518,718.60	0	4	26	32	38	47	48
Superlotto 6/49	39-16-45-14-21-08	September 18, 2022	83,046,408.80	0	8	14	16	21	39	45
Superlotto 6/49	24-46-41-45-37-38	September 20, 2022	87,838,640.80	0	24	37	38	41	45	46
Superlotto 6/49	45-36-28-35-11-41	September 22, 2022	93,612,815.00	0	11	28	35	36	41	45
Superlotto 6/49	12-11-14-03-44-27	September 25, 2022	98,614,447.80	0	3	11	12	14	27	44
Superlotto 6/49	31-33-37-48-23-35	September 27, 2022	103,645,666.40	0	23	31	33	35	37	48
Superlotto 6/49	11-40-41-25-33-43	September 29, 2022	110,134,645.60	0	11	25	33	40	41	43
Superlotto 6/49	15-19-02-33-47-08	October 2, 2022	116,954,271.60	0	2	8	15	19	33	47
Superlotto 6/49	11-07-36-34-41-32	October 4, 2022	123,277,014.40	0	7	11	32	34	36	41
Superlotto 6/49	20-02-41-17-22-04	October 6, 2022	130,721,836.40	0	2	4	17	20	22	41
Superlotto 6/49	40-03-16-01-35-15	October 9, 2022	138,372,723.60	0	1	3	15	16	35	40
Superlotto 6/49	46-19-08-14-43-23	October 11, 2022	145,637,528.40	0	8	14	19	23	43	46
Superlotto 6/49	24-48-37-16-01-42	October 13, 2022	153,877,685.60	0	1	16	24	37	42	48
Superlotto 6/49	20-39-44-31-48-02	October 16, 2022	162,479,421.60	0	2	20	31	39	44	48
Superlotto 6/49	26-22-36-41-06-19	October 18, 2022	170,399,131.20	0	6	19	22	26	36	41
Superlotto 6/49	33-49-44-19-35-39	October 20, 2022	179,396,145.60	0	19	33	35	39	44	49
Superlotto 6/49	09-03-19-13-20-29	October 23, 2022	188,471,378.80	1	3	9	13	19	20	29
Superlotto 6/49	06-43-21-16-40-45	October 25, 2022	15,840,000.00	0	6	16	21	40	43	45
