LOTTO GAME	COMBINATIONS	DRAW DATE	JACKPOT (PHP)	WINNERS	slot1	slot2	slot3	slot4	slot5	slot6
Superlotto 6/49	44-30-33-46-22-10	January 10, 2019	15,993,225.00	0	10	22	30	33	44	46
Superlotto 6/49	09-49-28-21-41-34	January 13, 2019	18,481,954.00	0	9	21	28	34	41	49
Superlotto 6/49	41-20-05-47-32-39	January 15, 2019	20,191,779.00	0	5	20	32	39	41	47
Superlotto 6/49	14-44-34-41-12-03	January 17, 2019	22,781,484.00	0	3	12	14	34	41	44
Superlotto 6/49	42-08-14-24-29-13	January 20, 2019	25,226,907.00	1	8	13	14	24	29	42
Superlotto 6/49	38-06-37-30-39-07	January 22, 2019	15,840,000.00	0	6	7	30	37	38	39
Superlotto 6/49	15-27-17-39-38-34	January 24, 2019	15,840,000.00	0	15	17	27	34	38	39
Superlotto 6/49	11-41-03-20-47-22	January 27, 2019	15,840,000.00	1	3	11	20	22	41	47
Superlotto 6/49	11-34-30-10-07-21	January 29, 2019	15,840,000.00	1	7	10	11	21	30	34
Superlotto 6/49	33-12-01-32-19-31	January 31, 2019	15,840,000.00	0	1	12	19	31	32	33
Superlotto 6/49	17-24-23-21-10-14	February 3, 2019	15,840,000.00	0	10	14	17	21	23	24
Superlotto 6/49	02-03-47-31-27-20	February 5, 2019	15,840,000.00	0	2	3	20	27	31	47
Superlotto 6/49	36-43-11-42-12-28	February 7, 2019	15,840,000.00	0	11	12	28	36	42	43
Superlotto 6/49	23-18-03-27-12-32	February 10, 2019	15,840,000.00	0	3	12	18	23	27	32
Superlotto 6/49	34-46-49-38-39-31	February 12, 2019	15,840,000.00	0	31	34	38	39	46	49
Superlotto 6/49	38-43-47-09-36-12	February 14, 2019	16,859,934.00	0	9	12	36	38	43	47
Superlotto 6/49	32-15-23-12-07-40	February 17, 2019	19,455,869.00	0	7	12	15	23	32	40
Superlotto 6/49	49-30-29-33-10-16	February 19, 2019	21,528,616.00	0	10	16	29	30	33	49
Superlotto 6/49	44-41-43-18-49-35	February 21, 2019	24,256,208.00	0	18	35	41	43	44	49
Superlotto 6/49	40-36-44-14-19-48	February 24, 2019	26,880,801.00	0	14	19	36	40	44	48
Superlotto 6/49	43-08-39-17-18-45	February 26, 2019	28,972,034.00	0	8	17	18	39	43	45
Superlotto 6/49	47-39-40-06-11-45	February 28, 2019	31,710,912.00	0	6	11	39	40	45	47
Superlotto 6/49	45-21-14-10-46-33	March 3, 2019	34,875,516.20	0	10	14	21	33	45	46
Superlotto 6/49	44-23-03-28-30-19	March 5, 2019	37,507,485.00	0	3	19	23	28	30	44
Superlotto 6/49	34-14-01-15-45-30	March 7, 2019	40,810,570.60	0	1	14	15	30	34	45
Superlotto 6/49	42-21-38-40-11-03	March 10, 2019	44,095,799.60	0	3	11	21	38	40	42
Superlotto 6/49	04-31-20-21-45-41	March 12, 2019	46,812,328.20	0	4	20	21	31	41	45
Superlotto 6/49	15-42-29-13-48-37	March 14, 2019	50,054,903.40	0	13	15	29	37	42	48
Superlotto 6/49	49-01-27-04-44-28	March 17, 2019	53,668,079.80	0	1	4	27	28	44	49
Superlotto 6/49	10-19-03-25-23-36	March 19, 2019	56,652,383.60	0	3	10	19	23	25	36
Superlotto 6/49	41-16-07-20-33-23	March 21, 2019	60,145,303.20	0	7	16	20	23	33	41
Superlotto 6/49	04-03-45-08-49-11	March 24, 2019	63,922,774.40	0	3	4	8	11	45	49
Superlotto 6/49	12-45-35-43-44-33	March 26, 2019	67,107,232.80	0	12	33	35	43	44	45
Superlotto 6/49	44-11-27-17-19-13	March 28, 2019	70,676,242.60	0	11	13	17	19	27	44
Superlotto 6/49	21-41-10-37-44-27	March 31, 2019	74,788,250.40	0	10	21	27	37	41	44
Superlotto 6/49	22-20-01-03-28-44	April 2, 2019	78,160,983.60	0	1	3	20	22	28	44
Superlotto 6/49	02-14-03-44-26-24	April 4, 2019	81,912,274.80	0	2	3	14	24	26	44
Superlotto 6/49	22-11-04-39-29-27	April 7, 2019	86,075,822.40	0	4	11	22	27	29	39
Superlotto 6/49	14-48-19-06-05-31	April 9, 2019	89,428,962.40	0	5	6	14	19	31	48
Superlotto 6/49	14-16-28-17-23-37	April 11, 2019	93,198,466.00	0	14	16	17	23	28	37
Superlotto 6/49	07-22-25-11-06-42	April 14, 2019	97,500,503.80	0	6	7	11	22	25	42
Superlotto 6/49	17-41-26-19-37-47	April 16, 2019	101,270,109.20	0	17	19	26	37	41	47
Superlotto 6/49	17-11-23-40-36-03	April 23, 2019	105,352,328.00	0	3	11	17	23	36	40
Superlotto 6/49	06-17-24-21-46-45	April 25, 2019	109,717,079.60	0	6	17	21	24	45	46
Superlotto 6/49	48-27-49-26-02-17	April 28, 2019	114,427,873.60	0	2	17	26	27	48	49
Superlotto 6/49	13-41-35-25-04-29	April 30, 2019	118,560,578.00	0	4	13	25	29	35	41
Superlotto 6/49	07-28-15-39-34-01	May 2, 2019	123,123,232.80	0	1	7	15	28	34	39
Superlotto 6/49	24-42-26-02-49-03	May 5, 2019	128,161,307.60	0	2	3	24	26	42	49
Superlotto 6/49	28-12-47-05-03-02	May 7, 2019	132,609,606.40	0	2	3	5	12	28	47
Superlotto 6/49	23-26-34-41-04-43	May 9, 2019	137,369,623.20	0	4	23	26	34	41	43
Superlotto 6/49	25-31-07-28-18-27	May 12, 2019	142,668,428.80	1	7	18	25	27	28	31
Superlotto 6/49	33-21-35-04-19-15	May 14, 2019	15,840,000.00	0	4	15	19	21	33	35
Superlotto 6/49	42-33-08-49-41-31	May 16, 2019	15,840,000.00	0	8	31	33	41	42	49
Superlotto 6/49	46-12-37-41-29-13	May 19, 2019	15,840,000.00	0	12	13	29	37	41	46
Superlotto 6/49	28-15-23-44-05-46	May 21, 2019	15,840,000.00	0	5	15	23	28	44	46
Superlotto 6/49	40-42-05-37-09-36	May 23, 2019	15,840,000.00	0	5	9	36	37	40	42
Superlotto 6/49	14-01-04-05-10-40	May 26, 2019	15,840,000.00	0	1	4	5	10	14	40
Superlotto 6/49	10-36-47-43-42-34	May 28, 2019	15,903,826.40	0	10	34	36	42	43	47
Superlotto 6/49	13-42-33-45-21-46	May 30, 2019	18,705,435.80	0	13	21	33	42	45	46
Superlotto 6/49	09-46-28-45-01-16	June 2, 2019	21,484,141.00	0	1	9	16	28	45	46
Superlotto 6/49	45-13-12-15-25-03	June 4, 2019	23,639,193.80	0	3	12	13	15	25	45
Superlotto 6/49	19-16-36-08-38-12	June 6, 2019	26,447,506.80	0	8	12	16	19	36	38
Superlotto 6/49	33-19-10-30-40-39	June 9, 2019	29,319,347.40	0	10	19	30	33	39	40
Superlotto 6/49	15-01-30-10-09-48	June 11, 2019	31,656,991.00	0	1	9	10	15	30	48
Superlotto 6/49	32-04-05-29-47-06	June 13, 2019	34,558,748.80	0	4	5	6	29	32	47
Superlotto 6/49	43-42-44-49-34-03	June 16, 2019	37,886,188.80	0	3	34	42	43	44	49
Superlotto 6/49	09-37-44-30-12-48	June 18, 2019	40,291,458.40	0	9	12	30	37	44	48
Superlotto 6/49	11-31-26-29-48-02	June 20, 2019	43,032,201.60	0	2	11	26	29	31	48
Superlotto 6/49	38-04-32-39-30-31	June 23, 2019	46,409,696.00	0	4	30	31	32	38	39
Superlotto 6/49	47-21-35-48-17-29	June 25, 2019	48,800,272.40	0	17	21	29	35	47	48
Superlotto 6/49	07-35-24-04-20-19	June 27, 2019	51,640,171.80	0	4	7	19	20	24	35
Superlotto 6/49	17-20-33-29-39-19	June 30, 2019	55,512,398.20	0	17	19	20	29	33	39
Superlotto 6/49	28-24-26-18-22-19	July 2, 2019	58,865,965.40	1	18	19	22	24	26	28
Superlotto 6/49	32-01-18-26-31-30	July 4, 2019	15,840,000.00	0	1	18	26	30	31	32
Superlotto 6/49	37-09-38-17-11-33	July 7, 2019	15,840,000.00	0	9	11	17	33	37	38
Superlotto 6/49	26-42-22-17-33-36	July 9, 2019	15,840,000.00	0	17	22	26	33	36	42
Superlotto 6/49	48-24-02-04-40-41	July 11, 2019	15,840,000.00	0	2	4	24	40	41	48
Superlotto 6/49	37-02-31-03-42-34	July 14, 2019	15,840,000.00	0	2	3	31	34	37	42
Superlotto 6/49	01-25-03-18-19-16	July 16, 2019	15,840,000.00	0	1	3	16	18	19	25
Superlotto 6/49	20-26-21-35-11-45	July 18, 2019	17,118,013.00	0	11	20	21	26	35	45
Superlotto 6/49	36-33-49-20-31-47	July 21, 2019	19,696,835.40	0	20	31	33	36	47	49
Superlotto 6/49	32-06-33-17-42-29	July 23, 2019	21,514,450.20	0	6	17	29	32	33	42
Superlotto 6/49	47-25-30-07-34-24	July 25, 2019	23,836,320.40	0	7	24	25	30	34	47
Superlotto 6/49	24-03-32-48-19-13	July 28, 2019	24,045,368.80	0	3	13	19	24	32	48
Superlotto 6/49	12-39-33-43-17-23	July 30, 2019	24,091,019.80	0	12	17	23	33	39	43
Superlotto 6/49	40-30-38-27-49-39	August 1, 2019	26,413,333.80	0	27	30	38	39	40	49
Superlotto 6/49	19-18-17-43-32-02	August 4, 2019	29,322,510.80	0	2	17	18	19	32	43
Superlotto 6/49	02-42-28-06-37-01	August 6, 2019	31,341,063.20	0	1	2	6	28	37	42
Superlotto 6/49	39-37-24-04-27-05	August 8, 2019	33,775,684.00	0	4	5	24	27	37	39
Superlotto 6/49	34-23-44-48-36-06	August 11, 2019	36,780,470.60	0	6	23	34	36	44	48
Superlotto 6/49	39-25-17-38-01-30	August 13, 2019	38,856,583.60	0	1	17	25	30	38	39
Superlotto 6/49	13-25-26-33-34-40	August 15, 2019	41,512,889.20	0	13	25	26	33	34	40
Superlotto 6/49	29-33-12-20-24-37	August 18, 2019	44,738,215.40	0	12	20	24	29	33	37
Superlotto 6/49	15-44-21-09-13-30	August 20, 2019	47,427,732.60	0	9	13	15	21	30	44
Superlotto 6/49	14-02-37-34-04-44	August 22, 2019	51,225,850.80	0	2	4	14	34	37	44
Superlotto 6/49	13-32-35-10-21-08	August 25, 2019	54,466,318.40	0	8	10	13	21	32	35
Superlotto 6/49	34-04-06-43-19-47	August 27, 2019	57,327,731.40	0	4	6	19	34	43	47
Superlotto 6/49	07-24-14-18-17-27	August 29, 2019	61,099,961.40	1	7	14	17	18	24	27
Superlotto 6/49	41-44-03-29-37-43	September 1, 2019	15,840,000.00	0	3	29	37	41	43	44
Superlotto 6/49	31-08-27-29-39-43	September 3, 2019	15,840,000.00	0	8	27	29	31	39	43
Superlotto 6/49	44-04-30-08-10-41	September 5, 2019	15,840,000.00	0	4	8	10	30	41	44
Superlotto 6/49	19-10-24-25-13-33	September 8, 2019	15,840,000.00	0	10	13	19	24	25	33
Superlotto 6/49	23-46-29-12-14-09	September 10, 2019	15,840,000.00	0	9	12	14	23	29	46
Superlotto 6/49	26-13-47-07-21-20	September 12, 2019	15,840,000.00	0	7	13	20	21	26	47
Superlotto 6/49	14-05-15-38-41-46	September 15, 2019	17,012,462.60	0	5	14	15	38	41	46
Superlotto 6/49	40-23-11-17-13-30	September 17, 2019	18,880,063.40	0	11	13	17	23	30	40
Superlotto 6/49	37-27-38-18-31-25	September 19, 2019	21,228,034.40	0	18	25	27	31	37	38
Superlotto 6/49	08-21-31-38-19-29	September 22, 2019	23,821,400.40	0	8	19	21	29	31	38
Superlotto 6/49	13-48-12-29-22-02	September 24, 2019	25,673,967.80	0	2	12	13	22	29	48
Superlotto 6/49	02-35-45-17-31-18	September 26, 2019	28,015,714.20	0	2	17	18	31	35	45
Superlotto 6/49	02-27-31-14-41-13	September 29, 2019	30,650,463.20	0	2	13	14	27	31	41
Superlotto 6/49	28-40-39-37-32-09	October 1, 2019	32,600,927.20	0	9	28	32	37	39	40
Superlotto 6/49	03-11-20-37-01-25	October 3, 2019	35,510,112.00	0	1	3	11	20	25	37
Superlotto 6/49	17-37-15-18-30-11	October 6, 2019	38,338,502.60	0	11	15	17	18	30	37
Superlotto 6/49	29-11-35-08-33-25	October 8, 2019	40,648,472.00	0	8	11	25	29	33	35
Superlotto 6/49	19-05-40-18-01-20	October 10, 2019	43,796,205.00	0	1	5	18	19	20	40
Superlotto 6/49	40-19-18-28-20-01	October 13, 2019	47,165,440.00	1	1	18	19	20	28	40
Superlotto 6/49	27-40-35-10-42-05	October 15, 2019	15,840,000.00	0	5	10	27	35	40	42
Superlotto 6/49	09-14-46-01-36-42	October 17, 2019	15,840,000.00	0	1	9	14	36	42	46
Superlotto 6/49	37-40-30-11-14-28	October 20, 2019	15,840,000.00	0	11	14	28	30	37	40
Superlotto 6/49	30-29-41-08-40-38	October 22, 2019	15,840,000.00	0	8	29	30	38	40	41
Superlotto 6/49	41-37-03-12-46-27	October 24, 2019	15,840,000.00	0	3	12	27	37	41	46
Superlotto 6/49	09-25-37-38-10-32	October 27, 2019	15,840,000.00	0	9	10	25	32	37	38
Superlotto 6/49	07-05-19-39-46-21	October 29, 2019	15,968,151.20	0	5	7	19	21	39	46
Superlotto 6/49	34-21-03-17-38-44	October 31, 2019	18,290,308.80	0	3	17	21	34	38	44
Superlotto 6/49	17-33-40-12-04-41	November 3, 2019	20,819,289.40	0	4	12	17	33	40	41
Superlotto 6/49	33-21-35-28-38-07	November 5, 2019	22,690,962.20	0	7	21	28	33	35	38
Superlotto 6/49	16-11-13-17-24-04	November 7, 2019	25,024,698.00	0	4	11	13	16	17	24
Superlotto 6/49	47-10-11-29-27-16	November 10, 2019	27,814,898.80	0	10	11	16	27	29	47
Superlotto 6/49	16-39-07-18-19-03	November 12, 2019	29,694,286.00	0	3	7	16	18	19	39
Superlotto 6/49	36-27-16-24-38-28	November 14, 2019	31,975,741.00	0	16	24	27	28	36	38
Superlotto 6/49	38-31-36-19-11-25	November 17, 2019	34,994,161.60	0	11	19	25	31	36	38
Superlotto 6/49	44-41-08-06-12-18	November 19, 2019	36,983,546.60	0	6	8	12	18	41	44
Superlotto 6/49	18-42-20-30-23-38	November 21, 2019	39,446,877.80	0	18	20	23	30	38	42
Superlotto 6/49	25-27-07-48-34-22	November 24, 2019	42,504,999.00	0	7	22	25	27	34	48
Superlotto 6/49	30-21-01-16-19-41	November 26, 2019	44,596,410.80	0	1	16	19	21	30	41
Superlotto 6/49	36-18-38-47-21-26	November 28, 2019	47,091,414.40	0	18	21	26	36	38	47
Superlotto 6/49	35-38-09-17-10-15	December 1, 2019	50,305,924.40	1	9	10	15	17	35	38
Superlotto 6/49	28-10-30-07-37-44	December 3, 2019	15,840,000.00	0	7	10	28	30	37	44
Superlotto 6/49	15-05-33-42-25-22	December 5, 2019	15,840,000.00	0	5	15	22	25	33	42
Superlotto 6/49	29-35-18-01-33-39	December 8, 2019	15,840,000.00	0	1	18	29	33	35	39
Superlotto 6/49	10-23-38-33-26-13	December 10, 2019	15,840,000.00	0	10	13	23	26	33	38
Superlotto 6/49	47-04-02-31-29-07	December 12, 2019	15,840,000.00	1	2	4	7	29	31	47
Superlotto 6/49	26-41-07-34-39-02	December 15, 2019	15,840,000.00	0	2	7	26	34	39	41
Superlotto 6/49	30-39-34-20-46-33	December 17, 2019	15,840,000.00	0	20	30	33	34	39	46
Superlotto 6/49	08-40-41-11-28-09	December 19, 2019	15,840,000.00	0	8	9	11	28	40	41
Superlotto 6/49	48-17-09-27-41-19	December 22, 2019	15,840,000.00	0	9	17	19	27	41	48
Superlotto 6/49	01-49-44-24-12-05	December 24, 2019	15,840,000.00	0	1	5	12	24	44	49
Superlotto 6/49	30-28-21-02-36-40	December 26, 2019	15,840,000.00	0	2	21	28	30	36	40
Superlotto 6/49	24-22-05-11-42-08	December 29, 2019	15,840,000.00	0	5	8	11	22	24	42
Superlotto 6/49	29-39-07-21-02-42	December 31, 2019	17,023,109.20	0	2	7	21	29	39	42
Superlotto 6/49	25-35-16-40-13-03	January 2, 2020	19,509,060.60	0	3	13	16	25	35	40
Superlotto 6/49	01-22-16-47-09-36	January 5, 2020	22,212,237.20	0	1	9	16	22	36	47
Superlotto 6/49	32-12-03-43-31-47	January 7, 2020	24,219,208.00	0	3	12	31	32	43	47
Superlotto 6/49	23-29-49-39-26-09	January 9, 2020	26,814,477.80	0	9	23	26	29	39	49
Superlotto 6/49	34-10-38-26-43-08	January 12, 2020	29,566,794.80	0	8	10	26	34	38	43
Superlotto 6/49	06-34-25-20-05-18	January 14, 2020	31,704,275.00	0	5	6	18	20	25	34
Superlotto 6/49	42-32-35-33-28-44	January 16, 2020	34,833,573.20	0	28	32	33	35	42	44
Superlotto 6/49	48-39-29-16-46-43	January 19, 2020	37,709,143.20	0	16	29	39	43	46	48
Superlotto 6/49	22-45-46-21-40-01	January 21, 2020	40,181,217.20	0	1	21	22	40	45	46
Superlotto 6/49	30-17-15-29-19-49	January 23, 2020	43,426,685.00	0	15	17	19	29	30	49
Superlotto 6/49	35-14-26-08-10-27	January 26, 2020	46,477,780.00	0	8	10	14	26	27	35
Superlotto 6/49	37-11-48-02-24-21	January 28, 2020	49,061,794.20	0	2	11	21	24	37	48
Superlotto 6/49	20-32-48-02-38-11	January 30, 2020	52,498,233.40	0	2	11	20	32	38	48
Superlotto 6/49	01-39-16-08-02-38	February 2, 2020	55,999,072.20	0	1	2	8	16	38	39
Superlotto 6/49	32-28-43-26-16-27	February 4, 2020	58,736,775.20	0	16	26	27	28	32	43
Superlotto 6/49	28-16-01-24-12-42	February 6, 2020	62,207,431.40	0	1	12	16	24	28	42
Superlotto 6/49	22-23-05-15-31-03	February 9, 2020	65,774,986.60	1	3	5	15	22	23	31
Superlotto 6/49	48-04-36-46-18-03	February 11, 2020	15,840,000.00	0	3	4	18	36	46	48
Superlotto 6/49	18-03-15-35-29-45	February 13, 2020	15,840,000.00	0	3	15	18	29	35	45
Superlotto 6/49	31-46-41-20-23-32	February 16, 2020	15,840,000.00	0	20	23	31	32	41	46
Superlotto 6/49	06-24-38-18-17-01	February 18, 2020	15,840,000.00	0	1	6	17	18	24	38
Superlotto 6/49	04-21-20-16-25-18	February 20, 2020	15,840,000.00	0	4	16	18	20	21	25
Superlotto 6/49	29-07-03-25-46-10	February 23, 2020	15,840,000.00	0	3	7	10	25	29	46
Superlotto 6/49	42-09-06-46-03-23	February 25, 2020	16,642,629.80	0	3	6	9	23	42	46
Superlotto 6/49	30-07-48-33-06-01	February 27, 2020	19,378,663.60	0	1	6	7	30	33	48
Superlotto 6/49	30-40-06-16-20-01	March 1, 2020	22,275,482.80	0	1	6	16	20	30	40
Superlotto 6/49	34-47-41-02-19-17	March 3, 2020	24,521,501.80	0	2	17	19	34	41	47
Superlotto 6/49	31-37-26-44-43-14	March 5, 2020	27,367,066.60	0	14	26	31	37	43	44
Superlotto 6/49	31-37-26-44-43-14	March 5, 2020	27,367,066.60	0	14	26	31	37	43	44
Superlotto 6/49	01-04-33-27-05-24	March 8, 2020	30,289,450.40	0	1	4	5	24	27	33
Superlotto 6/49	22-27-48-17-36-34	March 10, 2020	32,486,795.80	0	17	22	27	34	36	48
Superlotto 6/49	30-48-31-24-18-37	March 12, 2020	35,160,234.60	0	18	24	30	31	37	48
Superlotto 6/49	13-42-16-47-19-18	March 15, 2020	37,603,810.80	0	13	16	18	19	42	47
Superlotto 6/49	29-05-33-37-26-35	March 17, 2020	38,119,025.60	0	5	26	29	33	35	37
Superlotto 6/49	01-39-45-04-47-44	March 19, 2020	38,192,454.40	0	1	4	39	44	45	47
Superlotto 6/49	46-40-45-28-02-14	March 22, 2020	38,230,308.40	0	2	14	28	40	45	46
Superlotto 6/49	16-32-47-27-09-05	March 24, 2020	38,242,269.80	0	5	9	16	27	32	47
Superlotto 6/49	29-16-24-44-48-09	March 26, 2020	38,249,823.40	0	9	16	24	29	44	48
Superlotto 6/49	35-16-47-02-03-10	March 29, 2020	38,252,271.20	0	2	3	10	16	35	47
Superlotto 6/49	46-30-26-11-34-35	August 9, 2020	38,530,719.40	0	11	26	30	34	35	46
Superlotto 6/49	33-09-12-34-10-08	August 11, 2020	38,857,873.00	0	8	9	10	12	33	34
Superlotto 6/49	03-07-22-33-24-36	August 13, 2020	39,374,429.00	0	3	7	22	24	33	36
Superlotto 6/49	32-23-37-04-05-15	August 16, 2020	39,921,067.40	0	4	5	15	23	32	37
Superlotto 6/49	18-09-03-04-30-44	August 18, 2020	40,436,931.80	0	3	4	9	18	30	44
Superlotto 6/49	35-01-28-37-23-14	August 20, 2020	41,490,617.00	0	1	14	23	28	35	37
Superlotto 6/49	44-01-21-38-09-16	August 23, 2020	42,734,926.60	0	1	9	16	21	38	44
Superlotto 6/49	09-46-39-40-22-29	August 25, 2020	43,857,218.80	0	9	22	29	39	40	46
Superlotto 6/49	41-01-26-33-46-30	August 27, 2020	45,444,323.40	0	1	26	30	33	41	46
Superlotto 6/49	45-21-25-47-30-31	August 30, 2020	47,098,461.60	0	21	25	30	31	45	47
Superlotto 6/49	39-11-25-14-10-29	September 1, 2020	48,518,831.40	0	10	11	14	25	29	39
Superlotto 6/49	27-18-42-15-34-46	September 3, 2020	50,466,029.40	0	15	18	27	34	42	46
Superlotto 6/49	08-36-37-41-39-23	September 6, 2020	52,495,925.40	0	8	23	36	37	39	41
Superlotto 6/49	31-10-23-24-04-17	September 8, 2020	54,810,703.40	0	4	10	17	23	24	31
Superlotto 6/49	21-15-34-04-35-44	September 10, 2020	57,691,273.60	0	4	15	21	34	35	44
Superlotto 6/49	38-33-06-01-41-47	September 13, 2020	60,591,267.40	0	1	6	33	38	41	47
Superlotto 6/49	45-12-10-30-49-37	September 15, 2020	63,217,395.80	0	10	12	30	37	45	49
Superlotto 6/49	28-21-24-29-17-30	September 17, 2020	66,567,665.20	0	17	21	24	28	29	30
Superlotto 6/49	41-33-15-45-34-02	September 20, 2020	69,800,256.60	0	2	15	33	34	41	45
Superlotto 6/49	05-30-42-36-02-23	September 22, 2020	72,770,351.60	0	2	5	23	30	36	42
Superlotto 6/49	08-39-25-35-05-49	September 24, 2020	76,329,216.80	0	5	8	25	35	39	49
Superlotto 6/49	31-34-09-39-49-38	September 27, 2020	80,179,882.20	0	9	31	34	38	39	49
Superlotto 6/49	29-16-38-32-11-13	September 29, 2020	83,737,823.60	0	11	13	16	29	32	38
Superlotto 6/49	47-07-32-13-40-23	October 1, 2020	87,836,549.80	0	7	13	23	32	40	47
Superlotto 6/49	32-12-34-49-29-19	October 4, 2020	92,107,040.80	0	12	19	29	32	34	49
Superlotto 6/49	13-39-07-46-04-02	October 6, 2020	96,137,500.20	0	2	4	7	13	39	46
Superlotto 6/49	09-06-43-04-28-40	October 8, 2020	100,560,074.00	0	4	6	9	28	40	43
Superlotto 6/49	34-24-45-09-29-08	October 11, 2020	105,399,682.40	0	8	9	24	29	34	45
Superlotto 6/49	18-11-23-24-38-26	October 13, 2020	110,085,246.80	0	11	18	23	24	26	38
Superlotto 6/49	20-07-44-03-05-17	October 15, 2020	115,228,006.40	0	3	5	7	17	20	44
Superlotto 6/49	18-23-43-26-21-29	October 18, 2020	120,911,169.60	0	18	21	23	26	29	43
Superlotto 6/49	41-11-40-07-01-20	October 20, 2020	125,546,926.00	0	1	7	11	20	40	41
Superlotto 6/49	27-33-23-02-14-48	October 22, 2020	131,167,569.60	0	2	14	23	27	33	48
Superlotto 6/49	06-02-01-16-31-11	October 25, 2020	136,695,285.20	0	1	2	6	11	16	31
Superlotto 6/49	32-19-21-09-02-13	October 27, 2020	142,174,842.80	0	2	9	13	19	21	32
Superlotto 6/49	01-30-03-21-09-29	October 29, 2020	148,079,396.40	0	1	3	9	21	29	30
Superlotto 6/49	28-13-16-48-24-01	November 1, 2020	152,412,424.00	0	1	13	16	24	28	48
Superlotto 6/49	26-21-07-42-33-22	November 3, 2020	157,968,656.00	0	7	21	22	26	33	42
Superlotto 6/49	13-11-18-44-32-14	November 5, 2020	164,575,533.20	0	11	13	14	18	32	44
Superlotto 6/49	04-44-41-05-11-14	November 8, 2020	171,676,209.20	0	4	5	11	14	41	44
Superlotto 6/49	45-02-21-24-08-18	November 10, 2020	178,219,695.60	0	2	8	18	21	24	45
Superlotto 6/49	47-37-10-39-32-07	November 12, 2020	181,985,827.20	0	7	10	32	37	39	47
Superlotto 6/49	02-43-15-07-06-14	November 15, 2020	189,468,977.60	0	2	6	7	14	15	43
Superlotto 6/49	08-44-07-26-03-45	November 17, 2020	196,511,740.80	0	3	7	8	26	44	45
Superlotto 6/49	46-28-49-25-36-16	November 19, 2020	204,098,203.20	0	16	25	28	36	46	49
Superlotto 6/49	39-15-37-03-35-28	November 22, 2020	212,581,548.40	0	3	15	28	35	37	39
Superlotto 6/49	26-27-23-03-06-49	November 24, 2020	220,404,937.60	0	3	6	23	26	27	49
Superlotto 6/49	35-20-48-05-41-36	November 26, 2020	228,870,440.80	0	5	20	35	36	41	48
Superlotto 6/49	05-42-09-19-02-33	November 29, 2020	237,786,024.40	0	2	5	9	19	33	42
Superlotto 6/49	48-23-15-31-20-43	December 1, 2020	246,068,192.80	0	15	20	23	31	43	48
Superlotto 6/49	31-30-37-08-27-22	December 3, 2020	255,348,985.20	0	8	22	27	30	31	37
Superlotto 6/49	06-12-18-20-32-41	December 6, 2020	265,353,489.60	1	6	12	18	20	32	41
Superlotto 6/49	48-29-47-35-49-28	December 8, 2020	15,840,000.00	0	28	29	35	47	48	49
Superlotto 6/49	08-07-38-42-46-26	December 10, 2020	15,840,000.00	0	7	8	26	38	42	46
Superlotto 6/49	18-19-24-32-15-46	December 13, 2020	15,840,000.00	0	15	18	19	24	32	46
Superlotto 6/49	49-02-48-08-36-33	December 15, 2020	15,840,000.00	0	2	8	33	36	48	49
Superlotto 6/49	20-09-44-46-28-40	December 17, 2020	15,840,000.00	0	9	20	28	40	44	46
Superlotto 6/49	24-03-49-08-28-05	December 20, 2020	18,433,290.40	0	3	5	8	24	28	49
Superlotto 6/49	24-07-20-27-35-09	December 22, 2020	21,107,146.60	0	7	9	20	24	27	35
Superlotto 6/49	10-27-15-34-07-20	December 24, 2020	23,254,218.60	0	7	10	15	20	27	34
Superlotto 6/49	23-19-16-38-09-08	December 27, 2020	26,144,368.40	0	8	9	16	19	23	38
Superlotto 6/49	37-45-25-14-44-26	December 29, 2020	29,088,597.20	0	14	25	26	37	44	45
Superlotto 6/49	11-32-04-29-22-02	December 31, 2020	31,674,410.60	0	2	4	11	22	29	32
Superlotto 6/49	33-24-49-11-29-01	January 3, 2021	34,691,773.00	1	1	11	24	29	33	49
Superlotto 6/49	30-31-10-13-11-14	January 5, 2021	15,840,000.00	0	10	11	13	14	30	31
Superlotto 6/49	16-40-37-23-20-26	January 7, 2021	15,840,000.00	0	16	20	23	26	37	40
Superlotto 6/49	10-44-33-28-42-04	January 10, 2021	15,840,000.00	0	4	10	28	33	42	44
Superlotto 6/49	26-43-42-05-29-41	January 12, 2021	15,840,000.00	0	5	26	29	41	42	43
Superlotto 6/49	16-47-14-44-35-21	January 14, 2021	15,840,000.00	0	14	16	21	35	44	47
Superlotto 6/49	35-42-33-05-20-22	January 17, 2021	18,194,180.60	0	5	20	22	33	35	42
Superlotto 6/49	07-15-01-38-26-41	January 19, 2021	20,756,645.00	0	1	7	15	26	38	41
Superlotto 6/49	15-39-19-03-46-26	January 21, 2021	24,253,699.20	0	3	15	19	26	39	46
Superlotto 6/49	33-16-28-13-38-49	January 24, 2021	27,410,435.00	0	13	16	28	33	38	49
Superlotto 6/49	10-31-37-08-47-21	January 26, 2021	30,139,604.40	0	8	10	21	31	37	47
Superlotto 6/49	47-42-29-17-11-32	January 28, 2021	34,017,076.40	0	11	17	29	32	42	47
Superlotto 6/49	22-09-30-48-01-14	January 31, 2021	37,550,131.60	0	1	9	14	22	30	48
Superlotto 6/49	36-05-26-44-42-46	February 2, 2021	40,603,017.00	0	5	26	36	42	44	46
